Level,Category,Sentence
B1,"PRONOUNS/substitution, one, ones, none",Smaller ones are easier to carry around.
B1,"PRONOUNS/substitution, one, ones, none",The expensive ones are usually of higher quality.
B1,"PRONOUNS/substitution, one, ones, none",She likes the round ones better than the square ones.
B1,"PRONOUNS/substitution, one, ones, none",The green ones are more environmentally friendly.
B1,"PRONOUNS/substitution, one, ones, none",The wooden ones are more durable than the plastic ones.
B1,"PRONOUNS/substitution, one, ones, none",The traditional ones are often more reliable.
B1,"PRONOUNS/substitution, one, ones, none",The digital ones are more convenient to use.
B2,"PRONOUNS/substitution, one, ones, none","This is only the beginning; there are a lot of things that should be done, but let's just start with these ones."
B2,"PRONOUNS/substitution, one, ones, none","Beside those ones, there's also an equal number of individuals who get crippled for life."
B2,"PRONOUNS/substitution, one, ones, none","I prefer the red apples, but these ones are just as good."
B2,"PRONOUNS/substitution, one, ones, none",Those ones over there are the ones we need to focus on.
B2,"PRONOUNS/substitution, one, ones, none",We have two options: these ones or those ones.
B2,"PRONOUNS/substitution, one, ones, none",I don't like these ones; can we try those ones instead?
B2,"PRONOUNS/substitution, one, ones, none","These ones are cheaper, but those ones are of better quality."
B2,"PRONOUNS/substitution, one, ones, none",Those ones on the shelf are the ones I was talking about.
B2,"PRONOUNS/substitution, one, ones, none",I think these ones are more suitable for the project.
B2,"PRONOUNS/substitution, one, ones, none","We can either use these ones or those ones, it doesn't really matter."
C1,"PRONOUNS/substitution, one, ones, none","I looked everywhere for my keys, but I found none."
C1,"PRONOUNS/substitution, one, ones, none","She asked for volunteers, but none came forward."
C1,"PRONOUNS/substitution, one, ones, none","He checked all the drawers, but there were none of the documents he needed."
C1,"PRONOUNS/substitution, one, ones, none","They promised free snacks, but when we arrived, there were none."
C1,"PRONOUNS/substitution, one, ones, none","Despite our efforts, we achieved none of our goals."
C1,"PRONOUNS/substitution, one, ones, none","The store claimed to have the latest gadgets, but they had none in stock."
C1,"PRONOUNS/substitution, one, ones, none","We searched the entire house, but there were none of the missing items."
C1,"PRONOUNS/substitution, one, ones, none","The event was supposed to have live music, but there was none."
C1,"PRONOUNS/substitution, one, ones, none","He offered to help, but in the end, he did none of the work."
C1,"PRONOUNS/substitution, one, ones, none","They advertised a special discount, but when I went to the store, there were none available."
C2,"PRONOUNS/substitution, one, ones, none",The one that caught my eye was the antique clock displayed in the corner.
C2,"PRONOUNS/substitution, one, ones, none",The ones that stood out to me were the paintings with vibrant colors.
C2,"PRONOUNS/substitution, one, ones, none",The one that truly amazed me was the ancient manuscript on display.
C2,"PRONOUNS/substitution, one, ones, none",The ones that intrigued me the most were the historical artifacts from the Roman era.
C2,"PRONOUNS/substitution, one, ones, none",The one that made the biggest impact was the speech given by the Nobel laureate.
C2,"PRONOUNS/substitution, one, ones, none",The ones that were most memorable were the stories shared by the survivors.
C2,"PRONOUNS/substitution, one, ones, none",The one that I found most challenging was the advanced calculus problem.
C2,"PRONOUNS/substitution, one, ones, none",The ones that fascinated me were the constellations visible from the observatory.
C2,"PRONOUNS/substitution, one, ones, none",The one that left a lasting impression was the documentary about climate change.
C2,"PRONOUNS/substitution, one, ones, none",The ones that were most enjoyable were the classic films shown at the festival.
A1,"PRONOUNS/indefinite - thing, -one, -body etc",I like to eat something.
A1,"PRONOUNS/indefinite - thing, -one, -body etc",I can find someone to help you.
A1,"PRONOUNS/indefinite - thing, -one, -body etc","If you need anything, please tell me."
A1,"PRONOUNS/indefinite - thing, -one, -body etc",I can clean your house and cook something for you.
A1,"PRONOUNS/indefinite - thing, -one, -body etc",I like to do everything at college.
A1,"PRONOUNS/indefinite - thing, -one, -body etc",I can find someone to talk to.
A1,"PRONOUNS/indefinite - thing, -one, -body etc","If you need anything, please ask me."
A1,"PRONOUNS/indefinite - thing, -one, -body etc",I can clean your house and cook something for you.
A1,"PRONOUNS/indefinite - thing, -one, -body etc",I like to do everything at college.
A1,"PRONOUNS/indefinite - thing, -one, -body etc",I can find someone to help you.
A1,"PRONOUNS/indefinite - thing, -one, -body etc",Everything is ready for the party.
A1,"PRONOUNS/indefinite - thing, -one, -body etc",Everything is going well.
A1,"PRONOUNS/indefinite - thing, -one, -body etc",Everything is different now.
A1,"PRONOUNS/indefinite - thing, -one, -body etc",Everything is new to me.
A1,"PRONOUNS/indefinite - thing, -one, -body etc",Everything is expensive these days.
A1,"PRONOUNS/indefinite - thing, -one, -body etc",Everything is perfect.
A1,"PRONOUNS/indefinite - thing, -one, -body etc",Everything is clean and tidy.
A1,"PRONOUNS/indefinite - thing, -one, -body etc",Everything is on sale.
A1,"PRONOUNS/indefinite - thing, -one, -body etc",Everything is going according to plan.
A1,"PRONOUNS/indefinite - thing, -one, -body etc",Everything is better with friends.
A2,"PRONOUNS/indefinite - thing, -one, -body etc",I need it because I have to call someone.
A2,"PRONOUNS/indefinite - thing, -one, -body etc",I invited everyone in the school but some people didn't come.
A2,"PRONOUNS/indefinite - thing, -one, -body etc",I have borrowed it from somebody.
A2,"PRONOUNS/indefinite - thing, -one, -body etc",She bought something for everyone.
A2,"PRONOUNS/indefinite - thing, -one, -body etc",They are looking for anybody to help.
A2,"PRONOUNS/indefinite - thing, -one, -body etc",He gave everything to someone in need.
A2,"PRONOUNS/indefinite - thing, -one, -body etc",We found nothing interesting in the store.
A2,"PRONOUNS/indefinite - thing, -one, -body etc",Is there anyone who can assist me?
A2,"PRONOUNS/indefinite - thing, -one, -body etc",She asked somebody to pass the salt.
A2,"PRONOUNS/indefinite - thing, -one, -body etc",Do you know anyone who can fix this?
A2,"PRONOUNS/indefinite - thing, -one, -body etc",Someone stole my luggage at the airport.
A2,"PRONOUNS/indefinite - thing, -one, -body etc",Everyone likes the new movie.
A2,"PRONOUNS/indefinite - thing, -one, -body etc",Someone left their keys on the table.
A2,"PRONOUNS/indefinite - thing, -one, -body etc",Everyone enjoys the party.
A2,"PRONOUNS/indefinite - thing, -one, -body etc",Someone broke the window.
A2,"PRONOUNS/indefinite - thing, -one, -body etc",Everyone knows the answer.
A2,"PRONOUNS/indefinite - thing, -one, -body etc",Someone forgot their wallet.
A2,"PRONOUNS/indefinite - thing, -one, -body etc",Everyone is excited for the trip.
A2,"PRONOUNS/indefinite - thing, -one, -body etc",Someone lost their phone.
A2,"PRONOUNS/indefinite - thing, -one, -body etc",Everyone wants to go home.
A2,"PRONOUNS/indefinite - thing, -one, -body etc",He didn't say anything about the meeting.
A2,"PRONOUNS/indefinite - thing, -one, -body etc",She couldn't find anything to wear for the party.
A2,"PRONOUNS/indefinite - thing, -one, -body etc",They didn't bring anything for the picnic.
A2,"PRONOUNS/indefinite - thing, -one, -body etc",I didn't see anything unusual in the park.
A2,"PRONOUNS/indefinite - thing, -one, -body etc",We didn't buy anything at the store.
A2,"PRONOUNS/indefinite - thing, -one, -body etc",He couldn't hear anything from the other room.
A2,"PRONOUNS/indefinite - thing, -one, -body etc",She didn't tell anyone anything about her plans.
A2,"PRONOUNS/indefinite - thing, -one, -body etc",They didn't leave anything behind when they moved.
A2,"PRONOUNS/indefinite - thing, -one, -body etc",I didn't notice anything strange in the room.
A2,"PRONOUNS/indefinite - thing, -one, -body etc",He didn't want to talk about anything serious.
A2,"PRONOUNS/indefinite - thing, -one, -body etc","Next weekend it's my mum's birthday party, so I needed something new to wear."
A2,"PRONOUNS/indefinite - thing, -one, -body etc",You need to wear something comfortable.
A2,"PRONOUNS/indefinite - thing, -one, -body etc",But I didn't find anything wrong.
A2,"PRONOUNS/indefinite - thing, -one, -body etc",You don't have to bring anything special.
A2,"PRONOUNS/indefinite - thing, -one, -body etc",I'm looking for something interesting to read.
A2,"PRONOUNS/indefinite - thing, -one, -body etc",Can you find something delicious for dinner?
A2,"PRONOUNS/indefinite - thing, -one, -body etc",She didn't bring anything important to the meeting.
A2,"PRONOUNS/indefinite - thing, -one, -body etc",He needs something warm to wear tonight.
A2,"PRONOUNS/indefinite - thing, -one, -body etc",They didn't find anything useful in the attic.
A2,"PRONOUNS/indefinite - thing, -one, -body etc",Do you have anything fun planned for the weekend?
A2,"PRONOUNS/indefinite - thing, -one, -body etc","Please, bring something to drink."
A2,"PRONOUNS/indefinite - thing, -one, -body etc",Bring some sweets and something to wear if you get cold.
A2,"PRONOUNS/indefinite - thing, -one, -body etc",I had to buy them because I didn't have anything to wear on my holidays.
A2,"PRONOUNS/indefinite - thing, -one, -body etc",Do you need something to eat?
A2,"PRONOUNS/indefinite - thing, -one, -body etc",She brought a book to read and something to eat for the journey.
A2,"PRONOUNS/indefinite - thing, -one, -body etc",I couldn't find anything to wear for the party.
A2,"PRONOUNS/indefinite - thing, -one, -body etc","Please, bring something to write with."
A2,"PRONOUNS/indefinite - thing, -one, -body etc",He didn't have anything to say during the meeting.
A2,"PRONOUNS/indefinite - thing, -one, -body etc",I need something to carry my groceries in.
A2,"PRONOUNS/indefinite - thing, -one, -body etc",She packed something to eat and something to read for the trip.
A2,"PRONOUNS/indefinite - thing, -one, -body etc",Have you got something else to do on Saturday or can you come with me?
A2,"PRONOUNS/indefinite - thing, -one, -body etc","We have to bring some paints, but nothing else."
A2,"PRONOUNS/indefinite - thing, -one, -body etc","If you need anything else, you'll find it in the classroom."
A2,"PRONOUNS/indefinite - thing, -one, -body etc","I'm going to a rock concert on Saturday, but I have three tickets for two people and I am looking for someone else to go with me, so, would you like to go?"
A2,"PRONOUNS/indefinite - thing, -one, -body etc",Is there anybody else who can help me with this project?
A2,"PRONOUNS/indefinite - thing, -one, -body etc",Do you want to try something else for dinner tonight?
A2,"PRONOUNS/indefinite - thing, -one, -body etc","There's nothing else to see in this town, so we should leave soon."
A2,"PRONOUNS/indefinite - thing, -one, -body etc",Can you think of anyone else who might be interested in this job?
A2,"PRONOUNS/indefinite - thing, -one, -body etc","I don't need anything else from the store, just the milk and bread."
A2,"PRONOUNS/indefinite - thing, -one, -body etc","If you find someone else who wants to join the trip, let me know."
A2,"PRONOUNS/indefinite - thing, -one, -body etc",After the concert we can have a pizza or something else.
A2,"PRONOUNS/indefinite - thing, -one, -body etc","You do not have to bring any food, but I would be pleased if you could bring something to drink - wine, coke, or something."
A2,"PRONOUNS/indefinite - thing, -one, -body etc",You can bring a cake or something like that.
A2,"PRONOUNS/indefinite - thing, -one, -body etc","I think I left something in the car, I'll go check."
A2,"PRONOUNS/indefinite - thing, -one, -body etc","She mentioned she needed something from the store, but didn't specify what."
A2,"PRONOUNS/indefinite - thing, -one, -body etc",Let's grab something to eat before the movie starts.
A2,"PRONOUNS/indefinite - thing, -one, -body etc","He said he would bring something for the party, but I'm not sure what."
A2,"PRONOUNS/indefinite - thing, -one, -body etc",I heard there's something interesting happening downtown tonight.
A2,"PRONOUNS/indefinite - thing, -one, -body etc","She wanted to show me something, but I don't know what it is."
A2,"PRONOUNS/indefinite - thing, -one, -body etc","He suggested we do something fun this weekend, but didn't give any details."
B1,"PRONOUNS/indefinite - thing, -one, -body etc",Something is wrong with the computer.
B1,"PRONOUNS/indefinite - thing, -one, -body etc",Nobody seems to be at home.
B1,"PRONOUNS/indefinite - thing, -one, -body etc",Everyone is excited about the new project.
B1,"PRONOUNS/indefinite - thing, -one, -body etc",Somebody forgot to lock the door.
B1,"PRONOUNS/indefinite - thing, -one, -body etc",Anything can happen in this unpredictable weather.
B1,"PRONOUNS/indefinite - thing, -one, -body etc",Nobody knows the answer to that question.
B1,"PRONOUNS/indefinite - thing, -one, -body etc",Something has changed in the office routine.
B1,"PRONOUNS/indefinite - thing, -one, -body etc",Everyone agrees that the meeting was productive.
B1,"PRONOUNS/indefinite - thing, -one, -body etc",Somebody left their keys on the table.
B1,"PRONOUNS/indefinite - thing, -one, -body etc",Anything is possible if you believe in yourself.
B1,"PRONOUNS/indefinite - thing, -one, -body etc","I often watch TV, because my computer is broken and I have nothing to do."
B1,"PRONOUNS/indefinite - thing, -one, -body etc",There was nothing on the wall.
B1,"PRONOUNS/indefinite - thing, -one, -body etc","It's a tennis club and the people there were all strangers for me, I didn't know anyone."
B1,"PRONOUNS/indefinite - thing, -one, -body etc",When I arrived at his house there wasn't anyone there.
B1,"PRONOUNS/indefinite - thing, -one, -body etc",He went everywhere in the world!
B1,"PRONOUNS/indefinite - thing, -one, -body etc",I couldn't find anything to eat in the fridge.
B1,"PRONOUNS/indefinite - thing, -one, -body etc",There was nobody at the party who I knew.
B1,"PRONOUNS/indefinite - thing, -one, -body etc",She bought everything she needed for the trip.
B1,"PRONOUNS/indefinite - thing, -one, -body etc",He didn't tell anyone about his plans.
B1,"PRONOUNS/indefinite - thing, -one, -body etc",There is nothing wrong with asking for help.
B1,"PRONOUNS/indefinite - thing, -one, -body etc",Absolutely everything was covered in the presentation.
B1,"PRONOUNS/indefinite - thing, -one, -body etc",Nearly anyone can understand this concept.
B1,"PRONOUNS/indefinite - thing, -one, -body etc",Somewhere someone must know the answer.
B1,"PRONOUNS/indefinite - thing, -one, -body etc",Almost everything was sold out by the time I arrived.
B1,"PRONOUNS/indefinite - thing, -one, -body etc",Everybody knows someone who has experienced this.
B1,"PRONOUNS/indefinite - thing, -one, -body etc","Anywhere you go, you can find something interesting."
B1,"PRONOUNS/indefinite - thing, -one, -body etc",Somehow everything will work out in the end.
B1,"PRONOUNS/indefinite - thing, -one, -body etc",Almost nobody expected such a result.
B1,"PRONOUNS/indefinite - thing, -one, -body etc",Somewhere someone is waiting for you.
B1,"PRONOUNS/indefinite - thing, -one, -body etc",Anybody can learn this if they put in the effort.
B2,"PRONOUNS/indefinite - thing, -one, -body etc",Everyone deserves a chance to prove themselves.
B2,"PRONOUNS/indefinite - thing, -one, -body etc",Someone left their keys on the table.
B2,"PRONOUNS/indefinite - thing, -one, -body etc",Nothing can stop us from achieving our goals.
B2,"PRONOUNS/indefinite - thing, -one, -body etc",Anyone can learn a new skill if they try hard enough.
B2,"PRONOUNS/indefinite - thing, -one, -body etc",Something smells delicious in the kitchen.
B2,"PRONOUNS/indefinite - thing, -one, -body etc",Nobody knows the answer to that question.
B2,"PRONOUNS/indefinite - thing, -one, -body etc",Everything is going according to plan.
B2,"PRONOUNS/indefinite - thing, -one, -body etc",Anyone who wants to join can sign up.
B2,"PRONOUNS/indefinite - thing, -one, -body etc","Something is bothering him, but he won't say what."
B2,"PRONOUNS/indefinite - thing, -one, -body etc",Everybody is excited about the upcoming event.
B2,"PRONOUNS/indefinite - thing, -one, -body etc",Something that I like very much is the idea of the classes.
B2,"PRONOUNS/indefinite - thing, -one, -body etc","Something extra, which is not really pleasant, is their behavior."
B2,"PRONOUNS/indefinite - thing, -one, -body etc","Something really good about it is that it'd give us some work experience, which we don't have right now."
B2,"PRONOUNS/indefinite - thing, -one, -body etc","Everything that I believed changed and without any help I managed to write perfectly, according to my teacher."
B2,"PRONOUNS/indefinite - thing, -one, -body etc",Everyone who can use a computer can use the new products.
B2,"PRONOUNS/indefinite - thing, -one, -body etc",Something that surprised me the most was how quickly she adapted to the new environment.
B2,"PRONOUNS/indefinite - thing, -one, -body etc",Anything that can be done to improve the situation should be considered.
B2,"PRONOUNS/indefinite - thing, -one, -body etc",Someone who knows the area well could provide valuable insights.
B2,"PRONOUNS/indefinite - thing, -one, -body etc",Everything that was discussed in the meeting needs to be documented.
B2,"PRONOUNS/indefinite - thing, -one, -body etc",Anyone who has ever faced a similar challenge can understand your frustration.
B2,"PRONOUNS/indefinite - thing, -one, -body etc",Something must be done about the rising crime rate in the city.
B2,"PRONOUNS/indefinite - thing, -one, -body etc","Everybody has their own opinion on the matter, but nobody seems to agree."
B2,"PRONOUNS/indefinite - thing, -one, -body etc",Anything could happen in this unpredictable world.
B2,"PRONOUNS/indefinite - thing, -one, -body etc","Someone left their wallet on the table, but I don't know who."
B2,"PRONOUNS/indefinite - thing, -one, -body etc",There's nothing better than a quiet evening at home.
B2,"PRONOUNS/indefinite - thing, -one, -body etc",Everything was going well until something unexpected happened.
B2,"PRONOUNS/indefinite - thing, -one, -body etc",Anyone can learn a new skill if they put their mind to it.
B2,"PRONOUNS/indefinite - thing, -one, -body etc",Something about the way he spoke made me uneasy.
B2,"PRONOUNS/indefinite - thing, -one, -body etc","Nobody knows what the future holds, but we can hope for the best."
B2,"PRONOUNS/indefinite - thing, -one, -body etc",There's something in the air tonight that feels different.
C1,"PRONOUNS/indefinite - thing, -one, -body etc",Anything else that can be done to improve the situation should be considered.
C1,"PRONOUNS/indefinite - thing, -one, -body etc",Anything to make the process smoother is worth trying.
C1,"PRONOUNS/indefinite - thing, -one, -body etc",Anything that helps reduce stress is beneficial.
C1,"PRONOUNS/indefinite - thing, -one, -body etc",Anything to ensure the safety of the passengers is a top priority.
C1,"PRONOUNS/indefinite - thing, -one, -body etc",Anything that promotes creativity should be encouraged.
C1,"PRONOUNS/indefinite - thing, -one, -body etc",Anything to enhance the learning experience is valuable.
C1,"PRONOUNS/indefinite - thing, -one, -body etc",Anything that brings people together is worth celebrating.
C1,"PRONOUNS/indefinite - thing, -one, -body etc","If there is anything else you need, ask Sarah."
C1,"PRONOUNS/indefinite - thing, -one, -body etc","If there is anything you need in connection with my report, please don't hesitate to contact me."
C1,"PRONOUNS/indefinite - thing, -one, -body etc","If there is anything you want to ask me, feel free to do so."
C1,"PRONOUNS/indefinite - thing, -one, -body etc","If there is anything you need help with, let me know."
C1,"PRONOUNS/indefinite - thing, -one, -body etc","If there is anything you need to discuss, we can talk later."
C1,"PRONOUNS/indefinite - thing, -one, -body etc","If there is anything you need clarification on, just ask."
C1,"PRONOUNS/indefinite - thing, -one, -body etc","If there is anything you need to borrow, let me know."
C1,"PRONOUNS/indefinite - thing, -one, -body etc","If there is anything you need to add, feel free to do so."
C1,"PRONOUNS/indefinite - thing, -one, -body etc","If there is anything you need to know, I can explain."
C1,"PRONOUNS/indefinite - thing, -one, -body etc","If there is anything you need to share, go ahead."
A2,PRONOUNS/generic use,You can find a lot of interesting books at the library.
A2,PRONOUNS/generic use,"If you like spicy food, you should try this restaurant."
A2,PRONOUNS/generic use,You can buy fresh vegetables at the market every morning.
A2,PRONOUNS/generic use,You can learn a lot from reading good books.
A2,PRONOUNS/generic use,You can see beautiful flowers in the park during spring.
A2,PRONOUNS/generic use,You can listen to music on your phone anytime.
A2,PRONOUNS/generic use,You can watch movies online if you have a good internet connection.
A2,PRONOUNS/generic use,You can make new friends if you join a club.
A2,PRONOUNS/generic use,You can improve your English by talking to native speakers.
B1,PRONOUNS/generic use,One must always strive to maintain a high level of professionalism in formal settings.
B1,PRONOUNS/generic use,"In such a prestigious institution, one expects a certain level of decorum."
B1,PRONOUNS/generic use,One should take care to dress appropriately when attending a formal event.
B1,PRONOUNS/generic use,One can appreciate the beauty of nature when one takes the time to observe it.
B1,PRONOUNS/generic use,One must be prepared to face challenges when embarking on a new venture.
B1,PRONOUNS/generic use,"One should always respect the opinions of others, even if they differ from one's own."
B1,PRONOUNS/generic use,One can learn a great deal from those who have more experience than oneself.
B1,PRONOUNS/generic use,One must be cautious when dealing with sensitive information in a formal context.
B1,PRONOUNS/generic use,One should aim to contribute positively to society in one's own way.
B1,PRONOUNS/generic use,One can achieve great success if one is willing to put in the necessary effort.
B2,PRONOUNS/generic use,"We often forget that nature is all around us, even in the most urban areas."
B2,PRONOUNS/generic use,We all have different opinions on what makes a good leader.
B2,PRONOUNS/generic use,We should all take responsibility for our actions and their consequences.
B2,PRONOUNS/generic use,"We can learn a lot from history, but we must also be careful not to repeat its mistakes."
B2,PRONOUNS/generic use,We all have our own unique talents and abilities that we can share with the world.
B2,PRONOUNS/generic use,"We must remember that education is a lifelong process, and we are always learning."
B2,PRONOUNS/generic use,"We all have the power to make a difference in our communities, no matter how small."
B2,PRONOUNS/generic use,"We can see the impact of climate change all around us, and it's up to us to address it."
B2,PRONOUNS/generic use,"We all have the right to express our opinions, but we must also respect others' views."
B2,PRONOUNS/generic use,"We can find inspiration in the stories of others, and we can also share our own stories."
B2,PRONOUNS/generic use,"If someone is watching a film that they don't like, they can always choose another channel to watch."
B2,PRONOUNS/generic use,"If anyone wishes to make any presentation, they can contact Mr. Hari, Events Department."
B2,PRONOUNS/generic use,"If a student wants to make music, there is no point teaching them science, but to be a good musician, I think general knowledge is important as well."
B2,PRONOUNS/generic use,"If someone is feeling unwell, they should go to the doctor immediately."
B2,PRONOUNS/generic use,"If anyone needs help with their homework, they can ask their teacher for guidance."
B2,PRONOUNS/generic use,"If a person wants to travel, they should plan their trip well in advance."
B2,PRONOUNS/generic use,"If someone is interested in learning a new language, they can join a language course."
B2,PRONOUNS/generic use,"If anyone has lost their keys, they should retrace their steps to find them."
B2,PRONOUNS/generic use,"If a student needs more time to complete their project, they should inform their professor."
B2,PRONOUNS/generic use,"If someone is looking for a job, they should update their resume and start applying."
B2,PRONOUNS/generic use,"If a child had free time, he/she would play on his/her own and not with other children."
B2,PRONOUNS/generic use,"Furthermore, if somebody wants to be a journalist, he or she has to have an enormous knowledge of the world and people, because sometimes they must act like psychologists in order to obtain pieces of information."
B2,PRONOUNS/generic use,"When someone is new to a job, he/she often feels overwhelmed at first but eventually adapts."
B2,PRONOUNS/generic use,"If a person is passionate about something, he or she will put in the extra effort to succeed."
B2,PRONOUNS/generic use,"When a student is struggling with a subject, he/she should seek help from a teacher or tutor."
B2,PRONOUNS/generic use,"If an individual is planning a trip, he or she should research the destination thoroughly."
B2,PRONOUNS/generic use,"When a colleague is stressed, he/she might need some time to relax and recharge."
B2,PRONOUNS/generic use,"If a person is interested in a hobby, he or she should explore it further to see if it’s a good fit."
B2,PRONOUNS/generic use,"When someone is learning a new language, he/she will encounter many challenges along the way."
B2,PRONOUNS/generic use,"If an artist is working on a new project, he or she might need some inspiration to get started."
B1,PRONOUNS/reciprocal,They often help each other with their homework.
B1,PRONOUNS/reciprocal,The two friends spend a lot of time together and support each other.
B1,PRONOUNS/reciprocal,"In the group, everyone encourages each other to do their best."
B1,PRONOUNS/reciprocal,The siblings always share their toys and play with each other.
B1,PRONOUNS/reciprocal,The students in the class work together and learn from each other.
B1,PRONOUNS/reciprocal,The couple has been married for 20 years and still take care of each other.
B1,PRONOUNS/reciprocal,The team members trust each other and work well together.
B1,PRONOUNS/reciprocal,The roommates respect each other's privacy and share responsibilities.
B1,PRONOUNS/reciprocal,The band members practice together and inspire each other.
B1,PRONOUNS/reciprocal,The neighbors look out for each other and lend a hand when needed.
B2,PRONOUNS/reciprocal,The board members often exchange ideas with one another during the meetings.
B2,PRONOUNS/reciprocal,They have been known to support one another through difficult times.
B2,PRONOUNS/reciprocal,The partners in the law firm frequently consult one another on complex cases.
B2,PRONOUNS/reciprocal,The students were encouraged to collaborate and help one another with their projects.
B2,PRONOUNS/reciprocal,The committee members have a responsibility to respect one another's opinions.
B2,PRONOUNS/reciprocal,The colleagues in the office often celebrate one another's successes.
B2,PRONOUNS/reciprocal,The members of the orchestra must listen to one another to achieve perfect harmony.
B2,PRONOUNS/reciprocal,The participants in the workshop were asked to share their experiences with one another.
B2,PRONOUNS/reciprocal,The team members rely on one another to complete the project on time.
B2,PRONOUNS/reciprocal,The members of the club regularly invite one another to social events.
C1,PRONOUNS/reciprocal,Each student can support the other in their studies.
C1,PRONOUNS/reciprocal,Each team member can learn from the others' experiences.
C1,PRONOUNS/reciprocal,Each candidate can challenge the others to improve.
C1,PRONOUNS/reciprocal,Each idea can complement the others in a unique way.
C1,PRONOUNS/reciprocal,Each participant can benefit from the others' insights.
C1,PRONOUNS/reciprocal,Each option can be compared to the others for better understanding.
C1,PRONOUNS/reciprocal,Each perspective can enrich the others with new viewpoints.
C1,PRONOUNS/reciprocal,Each solution can be tested against the others for effectiveness.
C1,PRONOUNS/reciprocal,Each approach can be refined by the others' feedback.
C1,PRONOUNS/reciprocal,Each product can be evaluated alongside the others for quality.
C2,PRONOUNS/reciprocal,Each of them respects the other's opinion.
C2,PRONOUNS/reciprocal,Each of the siblings supports the other's dreams.
C2,PRONOUNS/reciprocal,Each of the friends values the other's friendship.
C2,PRONOUNS/reciprocal,Each of the partners trusts the other's judgment.
C2,PRONOUNS/reciprocal,Each of the colleagues appreciates the other's skills.
C2,PRONOUNS/reciprocal,Each of the members relies on the other's expertise.
C2,PRONOUNS/reciprocal,Each of the students learns from the other's experiences.
C2,PRONOUNS/reciprocal,Each of the neighbors helps the other's garden.
C2,PRONOUNS/reciprocal,Each of the team members encourages the other's efforts.
C2,PRONOUNS/reciprocal,Each of the artists admires the other's creativity.
A2,QUESTIONS/alternatives,Can you go shopping or cooking today?
A2,QUESTIONS/alternatives,Is it hot or cold outside?
A2,QUESTIONS/alternatives,Should we take a bus or a train?
A2,QUESTIONS/alternatives,Do you prefer tea or coffee?
A2,QUESTIONS/alternatives,Is it sunny or cloudy today?
A2,QUESTIONS/alternatives,Can we play cards or board games?
A2,QUESTIONS/alternatives,Would you like pizza or pasta for dinner?
B1,QUESTIONS/alternatives,Is this book fiction or non-fiction?  
B1,QUESTIONS/alternatives,Do you prefer coffee or tea?  
B1,QUESTIONS/alternatives,Is the meeting on Monday or Tuesday?  
B1,QUESTIONS/alternatives,Are you going by car or by train?  
B1,QUESTIONS/alternatives,Is the party inside or outside?  
B1,QUESTIONS/alternatives,Do you like apples or oranges?  
B1,QUESTIONS/alternatives,Is the movie in English or in French?  
B1,QUESTIONS/alternatives,Do you want to eat now or later?  
B1,QUESTIONS/alternatives,Is the dress blue or green?  
B1,QUESTIONS/alternatives,Do you think it's better to study in the morning or in the evening?
B1,QUESTIONS/alternatives,"Shall we buy her a scarf, a hat or something else?"
B1,QUESTIONS/alternatives,"Do you want to watch a comedy, a drama or something else?"
B1,QUESTIONS/alternatives,"Would you prefer tea, coffee or something else?"
B1,QUESTIONS/alternatives,"Shall we go for a walk, a bike ride or something else?"
B1,QUESTIONS/alternatives,"Do you like classical music, rock music or something else?"
B1,QUESTIONS/alternatives,"Would you like to eat pasta, pizza or something else?"
B1,QUESTIONS/alternatives,"Shall we visit the museum, the park or something else?"
B1,QUESTIONS/alternatives,"Do you enjoy reading novels, comics or something else?"
B1,QUESTIONS/alternatives,Are you going to the party or are you staying at home?  
B1,QUESTIONS/alternatives,Should we order pizza or should we cook dinner ourselves?  
B1,QUESTIONS/alternatives,Do you prefer coffee or do you like tea better?  
B1,QUESTIONS/alternatives,Is it going to rain or is it just cloudy today?  
B1,QUESTIONS/alternatives,Will you study for the test or will you watch TV instead?  
B1,QUESTIONS/alternatives,Should I call you later or should I text you now?  
B1,QUESTIONS/alternatives,Do you want to go shopping or do you want to watch a movie?
B1,QUESTIONS/alternatives,Do you want to come with us or not?
B1,QUESTIONS/alternatives,Are you ready to leave or not?
B1,QUESTIONS/alternatives,Will you help me with this or not?
B1,QUESTIONS/alternatives,Is the meeting today or not?
B1,QUESTIONS/alternatives,Do you understand what I'm saying or not?
B1,QUESTIONS/alternatives,Can you finish this task by tomorrow or not?
B1,QUESTIONS/alternatives,Are you going to the party or not?
B1,QUESTIONS/alternatives,Will you call me back or not?
B1,QUESTIONS/alternatives,Do you need a ride or not?
B1,QUESTIONS/alternatives,Is the store open or not?
C1,QUESTIONS/alternatives,Is this new policy beneficial to the economy or detrimental to it?
C1,QUESTIONS/alternatives,Is this technology a breakthrough or a disaster waiting to happen?
C1,QUESTIONS/alternatives,Is this decision a step forward or a huge mistake?
C1,QUESTIONS/alternatives,Is this investment a wise choice or a reckless gamble?
C1,QUESTIONS/alternatives,Is this reform a positive change or a complete failure?
C1,QUESTIONS/alternatives,Is this discovery a boon or a curse?
C1,QUESTIONS/alternatives,Is this agreement a win-win or a lose-lose situation?
C1,QUESTIONS/alternatives,Is this innovation a game-changer or a flop?
C1,QUESTIONS/alternatives,Is this merger a success or a disaster?
C1,QUESTIONS/alternatives,Maybe you could help with the decorations or prepare the food?
C1,QUESTIONS/alternatives,Maybe she will be able to attend the meeting or join the conference call?
